Species, Module #, Module name,,,,,,,,,,,,,,,,,,,,,,,
Parnara guttatus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Parnassius apollo,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Parnassius imperator,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Parnassius smintheus,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Parosmodes morantii,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Parrhasius polibetes,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Parthenos sylvina,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Paryphthimoides poltys,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pasma tasmanicus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Passova gellias,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Passova passova,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Patricia dercyllidas,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Patsuia sinensium,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pellicia arina,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Pellicia dimidiata,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pelopidas mathias,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Penthema adelma,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pentila pauli,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pentila tropicalis,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Perichares lotus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Periplacis pretus,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Perisama bomplandii,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Perophthalma lasus,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Perrhybris pamela,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Petrelaea dana,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Phaedyma columella,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Phaeostrymon alcestis,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Phalanta eurytis,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Phalanta phalantha,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Phanus vitreus,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Phareas coeleste,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pharmacophagus antenor,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Pharneuptychia phares,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Phasis pringlei,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Phengaris atroguttata,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Phengaris nausithous,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Philaethria dido,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Philotes sonorensis,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Philotiella leona,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Phlyaria cyara,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Phocides pigmalion,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Phocides polybius,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Phoebis agarithe,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Phoebis argante,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Phoebis boisduvalii,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Phoebis sennae,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Phoebis statira,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Phoebis trite,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pholisora catullus,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pholisora mejicanus,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Phyciodes cocyta,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Phyciodes tharos,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Physcaeneura panda,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Phystis simois,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pieriballia viardi,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pieris brassicae,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pieris napi,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pieris rapae,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pierphulia rosea,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pinacopteryx eriphia,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pirdana hyela,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Piruna aea,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Piruna pirus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pithecops corvus,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Placidina euryanassa,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Plastingia naga,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Platylesches picanini,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Plautella cossaea,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Plebejidea loewii,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Plebejus anna,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Plebejus argus,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Plebejus idas,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Plebejus melissa,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Plebulina emigdionis,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Ploetzia amygdalis,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Poladryas arachne,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Polites vibex,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Polycaena tamerlana,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Polyctor polyctor,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Polygonia c-album,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Polygonia c-aureum,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Polygonus leo,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Polygonus savigny,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Polyommatus icarus,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Polytremis lubricans,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Polyura eudamippus,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pontia beckerii,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pontia daplidice,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Poritia hewitsoni,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Posttaygetis penelea,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Potanthus omaha,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Praepedaliodes phanias,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Praephilotes anthracias,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Praetaxila segecia,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Praethoressa varia,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pratapa deva,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Prepona claudina,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Prepona dexamenus,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Prepona laertes,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Prioneris thestylis,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Problema byssus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Proeidosa polysema,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Prolibythea carinenta,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Prosotas nora,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Protantigius superans,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Proteides mercurius,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Proterebia phegea,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Protesilaus protesilaus,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Prothoe franckii,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Protogoniomorpha anacardii,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Protogoniomorpha parhassus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Protographium marcellus,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Protonymphidia senta,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pseudacraea rubrobasalis,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pseudaletis agrippina,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pseudalmenus barringtonensis,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pseudargynnis hegemone,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pseudergolis avesta,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pseudochrysops bornoi,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pseudocoladenia dan,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pseudocopaeodes eunus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pseudodipsas eone,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pseudolucia chilensis,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pseudolucia parana,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pseudolycaena marsyas,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pseudonacaduba aethiops,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pseudonascus paulliniae,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pseudoneptis bugandensis,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pseudonympha trimenii,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pseudopieris nehemia,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pseudopontia paradoxa,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Pseudopontia zambezi,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Pseudoscada timna,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pseudozizeeria maha,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Psolos fuligo,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Psychonotis caelius,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Ptelina carnuta,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pteronymia aletta,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pteroteinon laufella,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Ptychandra lorquinii,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pycina zamba,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pyrgus carthami,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Pyrgus malvae,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pyrgus scriptura,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pyrisitia lisa,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pyrisitia proterpia,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pyronia tithonus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pyrrhiades lucagus,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pyrrhocalles antiqua,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pyrrhochalcia iphis,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pyrrhogyra neaerea,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pyrrhogyra otolais,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pyrrhopyge crida,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pyrrhopyge phidias,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pyrrhopygopsis socrates,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Pythonides jovianus,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Quadrus cerialis,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Quedara monteithi,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Quinta cannae,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Rachana jalindra,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Ragadia luzonia,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Ragadia makuta,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Rapala varuna,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Rathinda amor,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Ravenna niveus,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Rekoa meton,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Reliquia santamarta,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Remelana jangala,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Rhetus dysonii,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Rhinopalpa polynice,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Rhinthon cubana,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Rimisia miris,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Rohana parisatis,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Sabera caesina,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Sahulana scintillata,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Saigusaozephyrus atabyrius,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Sais rosalia,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Salanoemia sala,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Salantoia eriopis,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Sarangesa dasahara,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Saribia perroti,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Sarota myrtea,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Sasakia charonda,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Satarupa gopala,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Satarupa nymphalis,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Satyrium eximia,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Satyrium pruni,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Satyrium tengstroemi,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Satyrotaygetis satyrina,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Satyrus ferula,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Scolitantides orion,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Scolitantides vicrama,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Selenophanes cassiope,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Semalea pulvina,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Semanga superba,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Sephisa chandra,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Sericinus montela,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Seseria dohertyi,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Sevenia amulia,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Shaanxiana takashimai,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Shijimiaeoides divina,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Shirozua jonasi,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Shizuyaozephyrus kyokoae,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Sibataniozephyrus fujisanus,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Siderone galanthis,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Signeta flammeata,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Simiskina phalia,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Siproeta epaphus,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Sithon nedymond,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Sloperia proto,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Smyrna blomfildia,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Sophista latifasciata,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Spalgis epeus,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Spalgis lemolea,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Spathilepia clonius,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Spialia orbifer,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Spicauda procne,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Spioniades artemides,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Splendeuptychia doxes,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Splendeuptychia libitina,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Stallingsia maculosus,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Staphylus ceos,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Staphylus hayhurstii,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Steroma bega,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Stibochiona coresia,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Stichelia bocchoris,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Stichophthalma howqua,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Stinga morrisoni,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Strymon melinus,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Stugeta bowkeri,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Stygionympha vigilans,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Suada swerga,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Suastus gremius,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Suniana sunias,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Surendra quercetorum,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Symbrenthia hippoclus,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Symmachia rubina,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Symphaedra nais,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Synale cynaxa,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Synapte silius,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Synargis calyce,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Systasea zampa,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Tagiades flesus,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Tagiades gana,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Tagiades japetus,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Tagiades litigiosa,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Tajuria cippus,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Talbotia naganum,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Talicada nyseus,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Talides sinois,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Tanaecia lepidea,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Tapena thwaitesi,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Taractrocera luzonensis,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Taractrocera maevius,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Taraka hamada,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Tarsoctenus corytus,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Tartesa astarte,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Tarucus theophrastus,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Tatochila autodice,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Taxila haquinus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Taygetina kerea,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Taygetis virgilia,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Taygetis ypthima,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Tegosa claudina,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Teinopalpus imperialis,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Telegonus alector,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Telegonus anaphus,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Telegonus cellus,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Telegonus talus,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Telemiades amphion,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Telicota augias,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Tellervo assarica,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Tellervo zoilus,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Temenis laothoe,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Teniorhinus harona,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Teniorhinus watsoni,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Teracolus subfasciatus,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Teratoneura isabellae,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Teratozephyrus arisanus,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Terenthina terentia,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Terinos clarissa,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Terinos terpander,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Teriocolias zelia,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Teriomima subpunctata,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Texola elada,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Thaduka multicaudata,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Thaleropis ionia,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Thamala marciana,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Thauria aliris,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Theagenes dichrous,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Thecla betulae,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Theclinesthes miskini,9, Myrtaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Theclopsis lydus,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Theope publius,1, Violaceae ,,,,,,,,,,,,,,,,,,,,,,,
Theope terambus,2, Rutaceae+Insect ,,,,,,,,,,,,,,,,,,,,,,,
Theope virgilius,12, Salicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Thereus orasus,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Theritas mavors,5, Brassicaceae ,,,,,,,,,,,,,,,,,,,,,,,
Theritas triquetra,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Thespieus macareus,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Thestor protumnus,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Thisbe irenea,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Thisbe lycorias,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Thracides phidon,3, Arecaceae ,,,,,,,,,,,,,,,,,,,,,,,
Thymelicus lineola,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Thymelicus sylvestris,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Thyridia psidii,6, Euphorbiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Tigasis arita,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Tigridia acesta,13, Malvaceae ,,,,,,,,,,,,,,,,,,,,,,,
Timelaea albescens,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Tirumala limniace,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Tisiphone abeona,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Tithorea tarricina,10, Asteraceae ,,,,,,,,,,,,,,,,,,,,,,,
Tmolus echion,4, Lamiaceae ,,,,,,,,,,,,,,,,,,,,,,,
Tomares ballus,7, Fabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Tongeia filicaudis,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Tongeia fischeri,11, Cannabaceae ,,,,,,,,,,,,,,,,,,,,,,,
Torynesis mintha,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Toxidia parvulus,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
Toxidia peron,8, Poaceae ,,,,,,,,,,,,,,,,,,,,,,,
