Sp_Idmarch,scientific_name,Genus,Species,Flag,valid name,genomic
362,Acytolepis puspa,Acytolepis,puspa,Valid Name,Acytolepis puspa,"COI_trnL_COII, EF-1a, Wgl"
363,Acytolepis ripte,Acytolepis,ripte,Not Found,,
364,Acytolepsis puspa,Acytolepsis,puspa,Not Found,,
365,Adaina montanus,Adaina,montanus,Not Found,,
366,Adela purpurea,Adela,purpurea,Not Found,,
367,Adela ridingsella,Adela,ridingsella,Not Found,,
368,Adelotypa aminias,Adelotypa,aminias,Not Found,,
369,Adelotypa annulifera,Adelotypa,annulifera,Not Found,,
370,Adelotypa argiella,Adelotypa,argiella,Not Found,,
371,Adelotypa aristus,Adelotypa,aristus,Not Found,,
372,Adelotypa asemna,Adelotypa,asemna,Not Found,,
373,Adelotypa balista,Adelotypa,balista,Not Found,,
374,Adelotypa bolena,Adelotypa,bolena,Valid Name,Adelotypa bolena,
375,Adelotypa borsippa,Adelotypa,borsippa,Valid Name,Adelotypa borsippa,"CAD, COI_trnL_COII, EF-1a, Wgl"
376,Adelotypa densemaculata,Adelotypa,densemaculata,Not Found,,
377,Adelotypa epixanthe,Adelotypa,epixanthe,Not Found,,
378,Adelotypa eudocia,Adelotypa,eudocia,Not Found,,
379,Adelotypa glauca,Adelotypa,glauca,Not Found,,
380,Adelotypa huebneri,Adelotypa,huebneri,Not Found,,
381,Adelotypa leucocyana,Adelotypa,leucocyana,Not Found,,
382,Adelotypa leucophaea,Adelotypa,leucophaea,Not Found,,
383,Adelotypa malca,Adelotypa,malca,Not Found,,
384,Adelotypa mollis,Adelotypa,mollis,Not Found,,
385,Adelotypa pauxilla,Adelotypa,pauxilla,Not Found,,
386,Adelotypa penthea,Adelotypa,penthea,Not Found,,
387,Adelotypa sejuncta,Adelotypa,sejuncta,Not Found,,
388,Adelotypa tinea,Adelotypa,tinea,Not Found,,
389,Adelotypa violacea,Adelotypa,violacea,Valid Name,Adelotypa violacea,
390,Adelotypa zerna,Adelotypa,zerna,Not Found,,
391,Adelpha abia,Adelpha,abia,Valid Name,Adelpha abia,
392,Adelpha abyla,Adelpha,abyla,Valid Name,Adelpha abyla,
393,Adelpha alala,Adelpha,alala,Valid Name,Adelpha alala,"COI_trnL_COII, EF-1a, GAPDH, IDH, RpS5, Wgl"
394,Adelpha amazona,Adelpha,amazona,Valid Name,Adelpha amazona,
395,Adelpha arecosa,Adelpha,arecosa,Not Found,,
396,Adelpha atlantica,Adelpha,atlantica,Valid Name,Adelpha atlantica,
397,Adelpha attica,Adelpha,attica,Valid Name,Adelpha attica,"COI_trnL_COII, EF-1a, Wgl"
398,Adelpha barnesia,Adelpha,barnesia,Valid Name,Adelpha barnesia,COI_trnL_COII
399,Adelpha basiloides,Adelpha,basiloides,Valid Name,Adelpha basiloides,COI_trnL_COII
400,Adelpha boeotia,Adelpha,boeotia,Valid Name,Adelpha boeotia,
401,Adelpha bredowii,Adelpha,bredowii,Valid Name,Adelpha bredowii,"COI_trnL_COII, EF-1a, Wgl"
402,Adelpha calliphane,Adelpha,calliphane,Valid Name,Adelpha calliphane,
403,Adelpha capucinus,Adelpha,capucinus,Valid Name,Adelpha capucinus,"COI_trnL_COII, EF-1a, Wgl"
404,Adelpha cocala,Adelpha,cocala,Valid Name,Adelpha cocala,"COI_trnL_COII, EF-1a, Wgl"
405,Adelpha cytherea,Adelpha,cytherea,Valid Name,Adelpha cytherea,"COI_trnL_COII, EF-1a, GAPDH, IDH, RpS5, Wgl"
406,Adelpha delinita,Adelpha,delinita,Valid Name,Adelpha delinita,"COI_trnL_COII, EF-1a, GAPDH, IDH, RpS5, Wgl"
407,Adelpha epione,Adelpha,epione,Valid Name,Adelpha epione,"COI_trnL_COII, EF-1a, Wgl"
408,Adelpha epizygis,Adelpha,epizygis,Valid Name,Adelpha epizygis,
409,Adelpha erotia,Adelpha,erotia,Valid Name,Adelpha erotia,"COI_trnL_COII, EF-1a, Wgl"
410,Adelpha fabricia,Adelpha,fabricia,Valid Name,Adelpha fabricia,
411,Adelpha falcipennis,Adelpha,falcipennis,Valid Name,Adelpha falcipennis,
412,Adelpha fessonia,Adelpha,fessonia,Valid Name,Adelpha fessonia,COI_trnL_COII
413,Adelpha gavina,Adelpha,gavina,Valid Name,Adelpha gavina,
414,Adelpha gelania,Adelpha,gelania,Valid Name,Adelpha gelania,"COI_trnL_COII, EF-1a, Wgl"
415,Adelpha heraclea,Adelpha,heraclea,Valid Name,Adelpha heraclea,
416,Adelpha herbita,Adelpha,herbita,Valid Name,Adelpha herbita,
417,Adelpha hyas,Adelpha,hyas,Valid Name,Adelpha hyas,COI_trnL_COII
418,Adelpha ipheclus,Adelpha,ipheclus,Not Found,,
419,Adelpha iphicla,Adelpha,iphicla,Not Found,,
420,Adelpha iphicleola,Adelpha,iphicleola,Not Found,,"COI_trnL_COII, EF-1a, Wgl"
421,Adelpha iphiclus,Adelpha,iphiclus,Valid Name,Adelpha iphiclus,"COI_trnL_COII, EF-1a, GAPDH, IDH, RpS5, Wgl"
422,Adelpha jordani,Adelpha,jordani,Valid Name,Adelpha jordani,"COI_trnL_COII, EF-1a, Wgl"
423,Adelpha lapitha,Adelpha,lapitha,Not Found,,
424,Adelpha lycorias,Adelpha,lycorias,Valid Name,Adelpha lycorias,"COI_trnL_COII, EF-1a, GAPDH, IDH, RpS5, Wgl"
425,Adelpha malea,Adelpha,malea,Valid Name,Adelpha malea,"COI_trnL_COII, EF-1a, Wgl"
426,Adelpha melona,Adelpha,melona,Valid Name,Adelpha melona,"EF-1a, Wgl"
427,Adelpha mesentina,Adelpha,mesentina,Valid Name,Adelpha mesentina,"COI_trnL_COII, EF-1a, Wgl"
428,Adelpha messana,Adelpha,messana,Not Found,,
429,Adelpha mythra,Adelpha,mythra,Valid Name,Adelpha mythra,
430,Adelpha naxia,Adelpha,naxia,Valid Name,Adelpha naxia,"COI_trnL_COII, EF-1a, GAPDH, IDH, RpS5, Wgl"
431,Adelpha nea,Adelpha,nea,Valid Name,Adelpha nea,COI_trnL_COII
432,Adelpha olynthia,Adelpha,olynthia,Valid Name,Adelpha olynthia,"COI_trnL_COII, EF-1a, Wgl"
433,Adelpha paraena,Adelpha,paraena,Valid Name,Adelpha paraena,"COI_trnL_COII, EF-1a, GAPDH, RpS5, Wgl"
434,Adelpha paroeca,Adelpha,paroeca,Valid Name,Adelpha paroeca,
435,Adelpha plesaure,Adelpha,plesaure,Synonym,Adelpha plesaure,
436,Adelpha politius,Adelpha,politius,Not Found,,
437,Adelpha pollina,Adelpha,pollina,Valid Name,Adelpha pollina,
438,Adelpha radiata,Adelpha,radiata,Valid Name,Adelpha radiata,COI_trnL_COII
439,Adelpha serpa,Adelpha,serpa,Valid Name,Adelpha serpa,COI_trnL_COII
440,Adelpha syma,Adelpha,syma,Valid Name,Adelpha syma,
441,Adelpha thesprotia,Adelpha,thesprotia,Valid Name,Adelpha thesprotia,"COI_trnL_COII, EF-1a, GAPDH, IDH, RpS5, Wgl"
442,Adelpha thessalia,Adelpha,thessalia,Valid Name,Adelpha thessalia,"COI_trnL_COII, EF-1a, Wgl"
443,Adelpha thoasa,Adelpha,thoasa,Valid Name,Adelpha thoasa,
444,Adelpha viola,Adelpha,viola,Not Found,,
445,Adelpha ximena,Adelpha,ximena,Valid Name,Adelpha ximena,"COI_trnL_COII, EF-1a, GAPDH, IDH, Wgl"
446,Adelpha zea,Adelpha,zea,Valid Name,Adelpha zea,
447,Adoneta spinuloides,Adoneta,spinuloides,Not Found,,
448,Adopaeoides prittwitzi,Adopaeoides,prittwitzi,Valid Name,Adopaeoides prittwitzi,
449,Adoxophyes negundana,Adoxophyes,negundana,Not Found,,
450,Aemilia chelyum,Aemilia,chelyum,Not Found,,
451,Aemilia crassa,Aemilia,crassa,Not Found,,
452,Aemilia mincosa,Aemilia,mincosa,Not Found,,
453,Aemilia testudo,Aemilia,testudo,Not Found,,
454,Aemona amathusia,Aemona,amathusia,Valid Name,Aemona amathusia,
455,Aemona berdyevi,Aemona,berdyevi,Valid Name,Aemona berdyevi,
456,Aemona falcata,Aemona,falcata,Valid Name,Aemona falcata,
457,Aemona implicata,Aemona,implicata,Valid Name,Aemona implicata,
458,Aemona kontumei,Aemona,kontumei,Valid Name,Aemona kontumei,
459,Aemona lena,Aemona,lena,Valid Name,Aemona lena,"COI_trnL_COII, EF-1a, Wgl"
460,Aemona oberthueri,Aemona,oberthueri,Valid Name,Aemona oberthueri,
461,Aemona simulatrix,Aemona,simulatrix,Valid Name,Aemona simulatrix,
462,Aemona tonkinensis,Aemona,tonkinensis,Valid Name,Aemona tonkinensis,
463,Aeria elara,Aeria,elara,Valid Name,Aeria elara,
464,Aeria eurimedia,Aeria,eurimedia,Valid Name,Aeria eurimedia,"COI_trnL_COII, EF-1a, Wgl"
465,Aeria olena,Aeria,olena,Valid Name,Aeria olena,
466,Aeromachus dubius,Aeromachus,dubius,Valid Name,Aeromachus dubius,
467,Aeromachus jhora,Aeromachus,jhora,Valid Name,Aeromachus jhora,
468,Aeromachus musca,Aeromachus,musca,Valid Name,Aeromachus musca,
469,Aeromachus plumbeola,Aeromachus,plumbeola,Valid Name,Aeromachus plumbeola,
470,Aeromachus pygmaeus,Aeromachus,pygmaeus,Valid Name,Aeromachus pygmaeus,
471,Aeromachus stigmatus,Aeromachus,stigmatus,Not Found,,
472,Aeropetes tulbaghia,Aeropetes,tulbaghia,Valid Name,Aeropetes tulbaghia,"COI_trnL_COII, EF-1a, GAPDH, MDH, RpS5, Wgl"
473,Aethalura intertexta,Aethalura,intertexta,Not Found,,
474,Aethes argentilimitana,Aethes,argentilimitana,Not Found,,
475,Aethes atonosana,Aethes,atonosana,Not Found,,
476,Aethes biscana,Aethes,biscana,Not Found,,
477,Aethes mymara,Aethes,mymara,Not Found,,
478,Aethes patricia,Aethes,patricia,Not Found,,
479,Aethes sexdentata,Aethes,sexdentata,Not Found,,
480,Aethilla echina,Aethilla,echina,Valid Name,Aethilla echina,COI_trnL_COII
481,Aethilla haber,Aethilla,haber,Valid Name,Aethilla haber,
482,Aethilla melas,Aethilla,melas,Valid Name,Aethilla melas,
483,Afriodinia caeca,Afriodinia,caeca,Valid Name,Afriodinia caeca,
484,Afriodinia cameroonensis,Afriodinia,cameroonensis,Valid Name,Afriodinia cameroonensis,
485,Afriodinia delicata,Afriodinia,delicata,Valid Name,Afriodinia delicata,
486,Afriodinia dewitzi,Afriodinia,dewitzi,Valid Name,Afriodinia dewitzi,
487,Afriodinia gerontes,Afriodinia,gerontes,Valid Name,Afriodinia gerontes,"COI_trnL_COII, EF-1a, Wgl"
488,Afriodinia intermedia,Afriodinia,intermedia,Valid Name,Afriodinia intermedia,
489,Afriodinia neavei,Afriodinia,neavei,Valid Name,Afriodinia neavei,
490,Afriodinia rogersi,Afriodinia,rogersi,Valid Name,Afriodinia rogersi,"CAD, COI_trnL_COII, EF-1a, Wgl"
491,Afriodinia rutherfordii,Afriodinia,rutherfordii,Valid Name,Afriodinia rutherfordii,"COI_trnL_COII, EF-1a, Wgl"
492,Afriodinia talantus,Afriodinia,talantus,Valid Name,Afriodinia talantus,
493,Afriodinia tantalus,Afriodinia,tantalus,Valid Name,Afriodinia tantalus,
494,Afrodryas leda,Afrodryas,leda,Valid Name,Afrodryas leda,
495,Agaraea minuta,Agaraea,minuta,Not Found,,
496,Agaraea semivitrea,Agaraea,semivitrea,Not Found,,
497,Agatasa calydonia,Agatasa,calydonia,Valid Name,Agatasa calydonia,"CAD, COI_trnL_COII, EF-1a, IDH, MDH, RpS5, Wgl"
498,Agatasa chrysodonia,Agatasa,chrysodonia,Valid Name,Agatasa chrysodonia,
499,Agathymus alliae,Agathymus,alliae,Valid Name,Agathymus alliae,
500,Agathymus aryxna,Agathymus,aryxna,Valid Name,Agathymus aryxna,
501,Agathymus baueri,Agathymus,baueri,Valid Name,Agathymus baueri,
502,Agathymus evansi,Agathymus,evansi,Valid Name,Agathymus evansi,
503,Agathymus gilberti,Agathymus,gilberti,Not Found,,
504,Agathymus mariae,Agathymus,mariae,Valid Name,Agathymus mariae,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
505,Agathymus neumoegeni,Agathymus,neumoegeni,Valid Name,Agathymus neumoegeni,
506,Agathymus polingi,Agathymus,polingi,Valid Name,Agathymus polingi,
507,Agathymus remingtoni,Agathymus,remingtoni,Valid Name,Agathymus remingtoni,
508,Agathymus stephensi,Agathymus,stephensi,Valid Name,Agathymus stephensi,
509,Agehana elwesi,Agehana,elwesi,Not Found,,
510,Agehana maraho,Agehana,maraho,Not Found,,
511,Agina asander,Agina,asander,Not Found,,
512,Aglais caschmirensis,Aglais,caschmirensis,Valid Name,Aglais caschmirensis,COI_trnL_COII
513,Aglais cashmirensis,Aglais,cashmirensis,Not Found,,
514,Aglais cashmiriensis,Aglais,cashmiriensis,Not Found,,
515,Aglais ladakensis,Aglais,ladakensis,Valid Name,Aglais ladakensis,
516,Aglais milberti,Aglais,milberti,Valid Name,Aglais milberti,"COI_trnL_COII, EF-1a, GAPDH, RpS5, Wgl"
517,Aglais uritcae,Aglais,uritcae,Not Found,,
518,Aglais urticae,Aglais,urticae,Valid Name,Aglais urticae,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
519,Aglais urtice,Aglais,urtice,Not Found,,
520,Aglossa caprealis,Aglossa,caprealis,Not Found,,
521,Aglossa costiferalis,Aglossa,costiferalis,Not Found,,
522,Aglossa cuprina,Aglossa,cuprina,Not Found,,
523,Aglossa disciferalis,Aglossa,disciferalis,Not Found,,
524,Aglossa pinguinalis,Aglossa,pinguinalis,Not Found,,
525,Agnais ichnusa,Agnais,ichnusa,Not Found,,
526,Agnorisma badinodis,Agnorisma,badinodis,Not Found,,
527,Agnorisma bugrai,Agnorisma,bugrai,Not Found,,
528,Agonopterix alstromeritana,Agonopterix,alstromeritana,Not Found,,
529,Agonopterix atrodorsella,Agonopterix,atrodorsella,Not Found,,
530,Agonopterix canadensis,Agonopterix,canadensis,Not Found,,
531,Agonopterix clemensella,Agonopterix,clemensella,Not Found,,
532,Agonopterix curvilineella,Agonopterix,curvilineella,Not Found,,
533,Agonopterix lythrella,Agonopterix,lythrella,Not Found,,
534,Agonopterix pulvipennella,Agonopterix,pulvipennella,Not Found,,
535,Agonopterix robintella,Agonopterix,robintella,Not Found,,
536,Agraulis vanillae,Agraulis,vanillae,Valid Name,Agraulis vanillae,"ArgKin, CAD, CAT, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
537,Agriades aquilo,Agriades,aquilo,Not Found,,
538,Agriades cassiope,Agriades,cassiope,Not Found,,
539,Agriades diodorus,Agriades,diodorus,Not Found,,
540,Agriades glandon,Agriades,glandon,Valid Name,Agriades glandon,"COI_trnL_COII, EF-1a"
541,Agriades podarce,Agriades,podarce,Valid Name,Agriades podarce,"CAD, COI_trnL_COII, EF-1a, Wgl"
542,Agrias aedon,Agrias,aedon,Synonym,Prepona aedon,
543,agrias amydon,agrias,amydon,Synonym,Prepona amydon,
544,Agrias amydon,Agrias,amydon,Synonym,Prepona amydon,
545,Agriphila ruricolellus,Agriphila,ruricolellus,Not Found,,
546,Agriphila vulgivagellus,Agriphila,vulgivagellus,Not Found,,
547,Agrius cingulata,Agrius,cingulata,Not Found,,
548,Agrodiaetus admetus,Agrodiaetus,admetus,Not Found,,
549,Agrodiaetus amanda,Agrodiaetus,amanda,Not Found,,
550,Agrodiaetus damon,Agrodiaetus,damon,Not Found,,
551,Agrodiaetus damone,Agrodiaetus,damone,Not Found,,
552,Agrodiaetus escheri,Agrodiaetus,escheri,Not Found,,
553,Agrodiaetus loewii,Agrodiaetus,loewii,Not Found,,
554,Agrodiaetus ripartii,Agrodiaetus,ripartii,Not Found,,
555,Agrodiaetus thersites,Agrodiaetus,thersites,Not Found,,
556,Agrotis gladiaria,Agrotis,gladiaria,Not Found,,
557,Agrotis ipsilon,Agrotis,ipsilon,Not Found,,
558,Agrotis malefida,Agrotis,malefida,Not Found,,
559,Agrotis obliqua,Agrotis,obliqua,Not Found,,
560,Agrotis venerabilis,Agrotis,venerabilis,Not Found,,
561,Agrotis vetusta,Agrotis,vetusta,Not Found,,
562,Agrotis volubilis,Agrotis,volubilis,Not Found,,
563,Aguna albistra,Aguna,albistra,Not Found,,
564,Aguna albistria,Aguna,albistria,Valid Name,Aguna albistria,
565,Aguna asander,Aguna,asander,Valid Name,Aguna asander,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
566,Aguna aurunce,Aguna,aurunce,Valid Name,Aguna aurunce,COI_trnL_COII
567,Aguna camagura,Aguna,camagura,Valid Name,Aguna camagura,
568,Aguna cirrus,Aguna,cirrus,Valid Name,Aguna cirrus,
569,Aguna claxon,Aguna,claxon,Valid Name,Aguna claxon,COI_trnL_COII
570,Aguna coeloides,Aguna,coeloides,Valid Name,Aguna coeloides,COI_trnL_COII
571,Aguna coelus,Aguna,coelus,Valid Name,Aguna coelus,
572,Aguna ganna,Aguna,ganna,Valid Name,Aguna ganna,
573,Aguna glaphyrus,Aguna,glaphyrus,Valid Name,Aguna glaphyrus,
574,Aguna latimacula,Aguna,latimacula,Valid Name,Aguna latimacula,
575,Aguna longicauda,Aguna,longicauda,Valid Name,Aguna longicauda,
576,Aguna megaeles,Aguna,megaeles,Valid Name,Aguna megaeles,
577,Aguna mesodentata,Aguna,mesodentata,Valid Name,Aguna mesodentata,
578,Aguna metophis,Aguna,metophis,Valid Name,Aguna metophis,COI_trnL_COII
579,Aguna nicolayi,Aguna,nicolayi,Valid Name,Aguna nicolayi,
580,Aguna parva,Aguna,parva,Valid Name,Aguna parva,
581,Aguna penicillata,Aguna,penicillata,Valid Name,Aguna penicillata,
582,Aguna similis,Aguna,similis,Valid Name,Aguna similis,
583,Aguna spatulata,Aguna,spatulata,Valid Name,Aguna spatulata,
584,Aguna spicata,Aguna,spicata,Valid Name,Aguna spicata,
585,Aguna squamalba,Aguna,squamalba,Valid Name,Aguna squamalba,
586,Ahlbergia frivaldszkyi,Ahlbergia,frivaldszkyi,Not Found,,
587,Ahlbergia pluto,Ahlbergia,pluto,Not Found,,
588,Ahmetia achaja,Ahmetia,achaja,Valid Name,Ahmetia achaja,
589,Aides aegita,Aides,aegita,Valid Name,Aides aegita,
590,Aides aestria,Aides,aestria,Valid Name,Aides aestria,
591,Aides brino,Aides,brino,Valid Name,Aides brino,COI_trnL_COII
592,Aides duma,Aides,duma,Valid Name,Aides duma,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
593,Alaena amazoula,Alaena,amazoula,Valid Name,Alaena amazoula,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
594,Alaena bjornstadi,Alaena,bjornstadi,Valid Name,Alaena bjornstadi,
595,Alaena kiellandi,Alaena,kiellandi,Valid Name,Alaena kiellandi,
596,Alaena ngonga,Alaena,ngonga,Valid Name,Alaena ngonga,
597,Albulina lehana,Albulina,lehana,Not Found,,
598,Albulina orbitulus,Albulina,orbitulus,Not Found,,
599,Albuna fraxini,Albuna,fraxini,Not Found,,
600,Alenia namaqua,Alenia,namaqua,Valid Name,Alenia namaqua,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
601,Alenia sandaster,Alenia,sandaster,Valid Name,Alenia sandaster,
602,Alera furcata,Alera,furcata,Valid Name,Alera furcata,
603,Alera haworthiana,Alera,haworthiana,Valid Name,Alera haworthiana,
604,Alera manu,Alera,manu,Valid Name,Alera manu,
605,Alera metallica,Alera,metallica,Valid Name,Alera metallica,
606,Alesa amesis,Alesa,amesis,Valid Name,Alesa amesis,"CAD, COI_trnL_COII, EF-1a, Wgl"
607,Alesa fournierae,Alesa,fournierae,Valid Name,Alesa fournierae,
608,Alesa hemiurga,Alesa,hemiurga,Valid Name,Alesa hemiurga,
609,Alesa lipara,Alesa,lipara,Valid Name,Alesa lipara,
610,Alesa prema,Alesa,prema,Valid Name,Alesa prema,
611,Alesa rothschildi,Alesa,rothschildi,Valid Name,Alesa rothschildi,
612,Alesa telephae,Alesa,telephae,Valid Name,Alesa telephae,
613,Alesa thelydrias,Alesa,thelydrias,Valid Name,Alesa thelydrias,
614,Algiachroa woodfordi,Algiachroa,woodfordi,Valid Name,Algiachroa woodfordi,"CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
615,Algia fasciata,Algia,fasciata,Valid Name,Algia fasciata,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
616,Algia felderi,Algia,felderi,Valid Name,Algia felderi,
617,Allagrapha aerea,Allagrapha,aerea,Not Found,,
618,Allomaitia coelebs,Allomaitia,coelebs,Not Found,,
619,Allora doleschalii,Allora,doleschalii,Not Found,,
620,Allora doleschallii,Allora,doleschallii,Valid Name,Allora doleschallii,COI_trnL_COII
621,Allora doleshallii,Allora,doleshallii,Not Found,,
622,Allora major,Allora,major,Valid Name,Allora major,COI_trnL_COII
623,Allosmaitia coelebs,Allosmaitia,coelebs,Valid Name,Allosmaitia coelebs,
624,Allosmaitia fidena,Allosmaitia,fidena,Valid Name,Allosmaitia fidena,
625,Allosmaitia piplea,Allosmaitia,piplea,Valid Name,Allosmaitia piplea,
626,Allosmaitia strophius,Allosmaitia,strophius,Valid Name,Allosmaitia strophius,
627,Allotinus albatus,Allotinus,albatus,Valid Name,Allotinus albatus,
628,Allotinus albica,Allotinus,albica,Not Found,,
629,Allotinus albifasciatus,Allotinus,albifasciatus,Valid Name,Allotinus albifasciatus,
630,Allotinus apries,Allotinus,apries,Valid Name,Allotinus apries,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
631,Allotinus bidiensis,Allotinus,bidiensis,Valid Name,Allotinus bidiensis,
632,Allotinus borneensis,Allotinus,borneensis,Valid Name,Allotinus borneensis,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
633,Allotinus brooksi,Allotinus,brooksi,Valid Name,Allotinus brooksi,
634,Allotinus corbeti,Allotinus,corbeti,Valid Name,Allotinus corbeti,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
635,Allotinus davidis,Allotinus,davidis,Valid Name,Allotinus davidis,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
636,Allotinus drumila,Allotinus,drumila,Valid Name,Allotinus drumila,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
637,Allotinus fabius,Allotinus,fabius,Valid Name,Allotinus fabius,
638,Allotinus fallax,Allotinus,fallax,Valid Name,Allotinus fallax,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
639,Allotinus horsfieldi,Allotinus,horsfieldi,Valid Name,Allotinus horsfieldi,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
640,Allotinus kudaratus,Allotinus,kudaratus,Valid Name,Allotinus kudaratus,
641,Allotinus leogoron,Allotinus,leogoron,Valid Name,Allotinus leogoron,"CAD, COI_trnL_COII, EF-1a, GAPDH, MDH, Wgl"
642,Allotinus luzonensis,Allotinus,luzonensis,Valid Name,Allotinus luzonensis,
643,Allotinus major,Allotinus,major,Valid Name,Allotinus major,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
644,Allotinus melos,Allotinus,melos,Valid Name,Allotinus melos,
645,Allotinus nicholsi,Allotinus,nicholsi,Valid Name,Allotinus nicholsi,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
646,Allotinus nigritus,Allotinus,nigritus,Valid Name,Allotinus nigritus,
647,Allotinus nivalis,Allotinus,nivalis,Valid Name,Allotinus nivalis,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
648,Allotinus otsukai,Allotinus,otsukai,Valid Name,Allotinus otsukai,
649,Allotinus parapus,Allotinus,parapus,Valid Name,Allotinus parapus,
650,Allotinus portunus,Allotinus,portunus,Valid Name,Allotinus portunus,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
651,Allotinus punctatus,Allotinus,punctatus,Valid Name,Allotinus punctatus,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
652,Allotinus samarensis,Allotinus,samarensis,Valid Name,Allotinus samarensis,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
653,Allotinus sarrastes,Allotinus,sarrastes,Valid Name,Allotinus sarrastes,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
654,Allotinus strigatus,Allotinus,strigatus,Valid Name,Allotinus strigatus,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
655,Allotinus substrigosus,Allotinus,substrigosus,Not Found,,
656,Allotinus subviolaceus,Allotinus,subviolaceus,Valid Name,Allotinus subviolaceus,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
657,Allotinus thalebanus,Allotinus,thalebanus,Valid Name,Allotinus thalebanus,
658,Allotinus unicolor,Allotinus,unicolor,Valid Name,Allotinus unicolor,"CAD, COI_trnL_COII, EF-1a, GAPDH, Wgl"
