Sp_Idmarch,scientific_name,Genus,Species,Flag,valid name,genomic
13282,Pythonides herennius,Pythonides,herennius,Valid Name,Pythonides herennius,
13283,Pythonides homer,Pythonides,homer,Valid Name,Pythonides homer,
13284,Pythonides jovianus,Pythonides,jovianus,Valid Name,Pythonides jovianus,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
13285,Pythonides lancea,Pythonides,lancea,Valid Name,Pythonides lancea,
13286,Pythonides lerina,Pythonides,lerina,Valid Name,Pythonides lerina,
13287,Pythonides limaea,Pythonides,limaea,Valid Name,Pythonides limaea,
13288,Pythonides maraca,Pythonides,maraca,Valid Name,Pythonides maraca,
13289,Pythonides neivai,Pythonides,neivai,Valid Name,Pythonides neivai,
13290,Pythonides nides,Pythonides,nides,Valid Name,Pythonides nides,
13291,Pythonides tullia,Pythonides,tullia,Valid Name,Pythonides tullia,
13292,Quadrus cerialis,Quadrus,cerialis,Valid Name,Quadrus cerialis,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, Wgl"
13293,Quadrus contubernalis,Quadrus,contubernalis,Valid Name,Quadrus contubernalis,COI_trnL_COII
13294,Quadrus deyrollei,Quadrus,deyrollei,Valid Name,Quadrus deyrollei,
13295,Quadrus fanda,Quadrus,fanda,Valid Name,Quadrus fanda,
13296,Quadrus jacobus,Quadrus,jacobus,Valid Name,Quadrus jacobus,
13297,Quadrus tros,Quadrus,tros,Valid Name,Quadrus tros,
13298,Quadrus u-lucida,Quadrus,u-lucida,Valid Name,Quadrus u-lucida,
13299,Quasimellana eulogius,Quasimellana,eulogius,Valid Name,Quasimellana eulogius,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, Wgl"
13300,Quedara albifascia,Quedara,albifascia,Valid Name,Quedara albifascia,
13301,Quedara inornata,Quedara,inornata,Valid Name,Quedara inornata,
13302,Quedara monteithi,Quedara,monteithi,Valid Name,Quedara monteithi,
13303,Quercusia quercus,Quercusia,quercus,Not Found,,
13304,Quinta cannae,Quinta,cannae,Valid Name,Quinta cannae,COI_trnL_COII
13305,Rachana australis,Rachana,australis,Valid Name,Rachana australis,
13306,Rachana circumdata,Rachana,circumdata,Valid Name,Rachana circumdata,
13307,Rachana jalindra,Rachana,jalindra,Valid Name,Rachana jalindra,
13308,Rachana mariaba,Rachana,mariaba,Valid Name,Rachana mariaba,
13309,Rachana mioae,Rachana,mioae,Valid Name,Rachana mioae,
13310,Rachana plateni,Rachana,plateni,Valid Name,Rachana plateni,
13311,Rachelia extrusa,Rachelia,extrusa,Not Found,,
13312,Rachelia extrusus,Rachelia,extrusus,Valid Name,Rachelia extrusus,COI_trnL_COII
13313,Rachelia icosia,Rachelia,icosia,Valid Name,Rachelia icosia,
13314,Rachiplusia ou,Rachiplusia,ou,Not Found,,
13315,Ragadia annulata,Ragadia,annulata,Valid Name,Ragadia annulata,
13316,Ragadia crisilda,Ragadia,crisilda,Valid Name,Ragadia crisilda,COI_trnL_COII
13317,Ragadia critias,Ragadia,critias,Valid Name,Ragadia critias,
13318,Ragadia crohonica,Ragadia,crohonica,Valid Name,Ragadia crohonica,
13319,Ragadia luzonia,Ragadia,luzonia,Valid Name,Ragadia luzonia,
13320,Ragadia maganda,Ragadia,maganda,Valid Name,Ragadia maganda,
13321,Ragadia makuta,Ragadia,makuta,Valid Name,Ragadia makuta,"COI_trnL_COII, EF-1a, GAPDH, RpS5"
13322,Ragadia melindena,Ragadia,melindena,Valid Name,Ragadia melindena,
13323,Ragadia mindorana,Ragadia,mindorana,Valid Name,Ragadia mindorana,
13324,Ragadia tsukadai,Ragadia,tsukadai,Valid Name,Ragadia tsukadai,
13325,Rapala abnormis,Rapala,abnormis,Synonym,Rapala duma,
13326,Rapala arata,Rapala,arata,Valid Name,Rapala arata,
13327,Rapala caerulea,Rapala,caerulea,Valid Name,Rapala caerulea,"COI_trnL_COII, EF-1a"
13328,Rapala caerulescens,Rapala,caerulescens,Valid Name,Rapala caerulescens,
13329,Rapala damona,Rapala,damona,Valid Name,Rapala damona,
13330,Rapala dieneces,Rapala,dieneces,Valid Name,Rapala dieneces,
13331,Rapala dioetas,Rapala,dioetas,Valid Name,Rapala dioetas,
13332,Rapala diopites,Rapala,diopites,Valid Name,Rapala diopites,
13333,Rapala domitia,Rapala,domitia,Valid Name,Rapala domitia,
13334,Rapala duma,Rapala,duma,Valid Name,Rapala duma,
13335,Rapala elcia,Rapala,elcia,Valid Name,Rapala elcia,
13336,Rapala hades,Rapala,hades,Valid Name,Rapala hades,
13337,Rapala iarbus,Rapala,iarbus,Valid Name,Rapala iarbus,
13338,Rapala lankana,Rapala,lankana,Valid Name,Rapala lankana,
13339,Rapala manea,Rapala,manea,Valid Name,Rapala manea,
13340,Rapala masara,Rapala,masara,Valid Name,Rapala masara,
13341,Rapala melida,Rapala,melida,Not Found,,
13342,Rapala nissa,Rapala,nissa,Valid Name,Rapala nissa,
13343,Rapala pheretima,Rapala,pheretima,Valid Name,Rapala pheretima,
13344,Rapala pheritima,Rapala,pheritima,Not Found,,
13345,Rapala phrangida,Rapala,phrangida,Valid Name,Rapala phrangida,
13346,Rapala rectivitta,Rapala,rectivitta,Valid Name,Rapala rectivitta,
13347,Rapala rhodopis,Rapala,rhodopis,Valid Name,Rapala rhodopis,
13348,Rapala rhoecus,Rapala,rhoecus,Valid Name,Rapala rhoecus,
13349,Rapala rosacea,Rapala,rosacea,Valid Name,Rapala rosacea,
13350,Rapala scintilla,Rapala,scintilla,Valid Name,Rapala scintilla,
13351,Rapala suffusa,Rapala,suffusa,Valid Name,Rapala suffusa,
13352,Rapala tomokoae,Rapala,tomokoae,Valid Name,Rapala tomokoae,
13353,Rapala varuna,Rapala,varuna,Valid Name,Rapala varuna,COI_trnL_COII
13354,Rapala zamona,Rapala,zamona,Valid Name,Rapala zamona,
13355,Raphia abrupta,Raphia,abrupta,Not Found,,
13356,Raphia frater,Raphia,frater,Not Found,,
13357,Raphicera moorei,Raphicera,moorei,Not Found,,
13358,Raphicera satricus,Raphicera,satricus,Not Found,,
13359,Rapula varuna,Rapula,varuna,Not Found,,
13360,Rareuptychia clio,Rareuptychia,clio,Valid Name,Rareuptychia clio,"COI_trnL_COII, EF-1a, GAPDH, RpS5, Wgl"
13361,Rathinda amor,Rathinda,amor,Valid Name,Rathinda amor,COI_trnL_COII
13362,Ravenna nivea,Ravenna,nivea,Not Found,,
13363,Recurvia nanella,Recurvia,nanella,Not Found,,
13364,Redectis vitrea,Redectis,vitrea,Not Found,,
13365,Regobarrosia flavescens,Regobarrosia,flavescens,Not Found,,
13366,Rekoa malina,Rekoa,malina,Valid Name,Rekoa malina,
13367,Rekoa marius,Rekoa,marius,Valid Name,Rekoa marius,COI_trnL_COII
13368,Rekoa meton,Rekoa,meton,Valid Name,Rekoa meton,COI_trnL_COII
13369,Rekoa palegon,Rekoa,palegon,Valid Name,Rekoa palegon,COI_trnL_COII
13370,Rekoa stagira,Rekoa,stagira,Valid Name,Rekoa stagira,
13371,Remelana davisi,Remelana,davisi,Valid Name,Remelana davisi,
13372,Remelana jangala,Remelana,jangala,Not Found,,
13373,Renia discoloralis,Renia,discoloralis,Not Found,,
13374,Renia factiosalis,Renia,factiosalis,Not Found,,
13375,Renia flavipunctalis,Renia,flavipunctalis,Not Found,,
13376,Renia sobrialis,Renia,sobrialis,Not Found,,
13377,Resapamea passer,Resapamea,passer,Not Found,,
13378,Retinia albicapitana,Retinia,albicapitana,Not Found,,
13379,Retinia gemistrigulana,Retinia,gemistrigulana,Not Found,,
13380,Rhabdodryas trite,Rhabdodryas,trite,Valid Name,Rhabdodryas trite,COI_trnL_COII
13381,Rhabdomantis galatia,Rhabdomantis,galatia,Valid Name,Rhabdomantis galatia,
13382,Rhabdomantis sosia,Rhabdomantis,sosia,Valid Name,Rhabdomantis sosia,
13383,Rhetus arcius,Rhetus,arcius,Valid Name,Rhetus arcius,COI_trnL_COII
13384,Rhetus belphegor,Rhetus,belphegor,Valid Name,Rhetus belphegor,"ArgKin, CAD, COI_trnL_COII, RpS5"
13385,Rhetus dysonii,Rhetus,dysonii,Valid Name,Rhetus dysonii,COI_trnL_COII
13386,Rhetus periander,Rhetus,periander,Valid Name,Rhetus periander,"ArgKin, CAD, COI_trnL_COII, RpS5"
13387,Rheumaptera hastata,Rheumaptera,hastata,Not Found,,
13388,Rheumaptera prunivorata,Rheumaptera,prunivorata,Not Found,,
13389,Rheumaptera subhastata,Rheumaptera,subhastata,Not Found,,
13390,Rhinopalpa polynice,Rhinopalpa,polynice,Valid Name,Rhinopalpa polynice,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, MDH, RpS5, Wgl"
13391,Rhinthon bushi,Rhinthon,bushi,Valid Name,Rhinthon bushi,
13392,Rhinthon cubana,Rhinthon,cubana,Valid Name,Rhinthon cubana,COI_trnL_COII
13393,Rhinthon cubanum,Rhinthon,cubanum,Not Found,,
13394,Rhinthon osca,Rhinthon,osca,Valid Name,Rhinthon osca,
13395,Rhinton cubanum,Rhinton,cubanum,Not Found,,
13396,Rhipha albiplaga,Rhipha,albiplaga,Not Found,,
13397,Rhipha flammans,Rhipha,flammans,Not Found,,
13398,Rhipha flavoplaga,Rhipha,flavoplaga,Not Found,,
13399,Rhipha niveomaculata,Rhipha,niveomaculata,Not Found,,
13400,Rhipha persimilis,Rhipha,persimilis,Not Found,,
13401,Rhipha persimillis,Rhipha,persimillis,Not Found,,
13402,Rhipha strigosa,Rhipha,strigosa,Not Found,,
13403,Rhizedra lutosa,Rhizedra,lutosa,Not Found,,
13404,Rhyacionia buoliana,Rhyacionia,buoliana,Not Found,,
13405,Ridens bidens,Ridens,bidens,Valid Name,Ridens bidens,
13406,Ridens fulima,Ridens,fulima,Valid Name,Ridens fulima,
13407,Ridens pascasa,Ridens,pascasa,Not Found,,
13408,Riodina lycisca,Riodina,lycisca,Valid Name,Riodina lycisca,"ArgKin, CAD, COI_trnL_COII, RpS5"
13409,Riodina lysippoides,Riodina,lysippoides,Valid Name,Riodina lysippoides,
13410,Riodina lysippus,Riodina,lysippus,Valid Name,Riodina lysippus,"COI_trnL_COII, EF-1a, Wgl"
13411,Ritra aurea,Ritra,aurea,Valid Name,Ritra aurea,
13412,Rivula propinqualis,Rivula,propinqualis,Not Found,,
13413,Roberella lencates,Roberella,lencates,Not Found,,
13414,Robinsonia catasticta,Robinsonia,catasticta,Not Found,,
13415,Robinsonia deiopea,Robinsonia,deiopea,Not Found,,
13416,Robinsonia mera,Robinsonia,mera,Not Found,,
13417,Robinsonia morula,Robinsonia,morula,Not Found,,
13418,Robinsonia multimaculata,Robinsonia,multimaculata,Not Found,,
13419,Robinsonia praphaea,Robinsonia,praphaea,Not Found,,
13420,Robinsonia rockstonia,Robinsonia,rockstonia,Not Found,,
13421,Robinsonia sanea,Robinsonia,sanea,Not Found,,
13422,Rodinia calpharnia,Rodinia,calpharnia,Not Found,,
13423,Rodinia calphurnia,Rodinia,calphurnia,Valid Name,Rodinia calphurnia,COI_trnL_COII
13424,Roeberella flocculus,Roeberella,flocculus,Valid Name,Roeberella flocculus,
13425,Roeberella heberti,Roeberella,heberti,Valid Name,Roeberella heberti,
13426,Roeberella lencates,Roeberella,lencates,Valid Name,Roeberella lencates,
13427,Roeberella marajoara,Roeberella,marajoara,Valid Name,Roeberella marajoara,
13428,Rohana albescens,Rohana,albescens,Not Found,,
13429,Rohana nakula,Rohana,nakula,Valid Name,Rohana nakula,
13430,Rohana parisatis,Rohana,parisatis,Valid Name,Rohana parisatis,COI_trnL_COII
13431,Rohana parvata,Rohana,parvata,Valid Name,Rohana parvata,
13432,Rohana rhea,Rohana,rhea,Valid Name,Rohana rhea,
13433,Rohana tonkiniana,Rohana,tonkiniana,Valid Name,Rohana tonkiniana,
13434,Rolandylis matana,Rolandylis,matana,Not Found,,
13435,Rubropelates aruma,Rubropelates,aruma,Not Found,,
13436,Rubroserrata ecbatana,Rubroserrata,ecbatana,Valid Name,Rubroserrata ecbatana,
13437,Sabera aruana,Sabera,aruana,Valid Name,Sabera aruana,
13438,Sabera biaga,Sabera,biaga,Valid Name,Sabera biaga,
13439,Sabera caesina,Sabera,caesina,Valid Name,Sabera caesina,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, Wgl"
13440,Sabera dobboe,Sabera,dobboe,Valid Name,Sabera dobboe,
13441,Sabera dorena,Sabera,dorena,Valid Name,Sabera dorena,
13442,Sabera expansa,Sabera,expansa,Valid Name,Sabera expansa,
13443,Sabera fuliginosa,Sabera,fuliginosa,Valid Name,Sabera fuliginosa,COI_trnL_COII
13444,Sabera fusca,Sabera,fusca,Valid Name,Sabera fusca,
13445,Sabera iloda,Sabera,iloda,Valid Name,Sabera iloda,
13446,Sabera kumpia,Sabera,kumpia,Valid Name,Sabera kumpia,
13447,Sabera madrella,Sabera,madrella,Valid Name,Sabera madrella,
13448,Sabera misola,Sabera,misola,Valid Name,Sabera misola,
13449,Saber aruana,Saber,aruana,Not Found,,
13450,Sabera tabla,Sabera,tabla,Valid Name,Sabera tabla,
13451,Sahulana scintillata,Sahulana,scintillata,Valid Name,Sahulana scintillata,"COI_trnL_COII, EF-1a"
13452,Sais rosalia,Sais,rosalia,Valid Name,Sais rosalia,"COI_trnL_COII, EF-1a, Wgl"
13453,Salamis anacardii,Salamis,anacardii,Not Found,,
13454,Salamis anteva,Salamis,anteva,Valid Name,Salamis anteva,"COI_trnL_COII, EF-1a, Wgl"
13455,Salamis augustina,Salamis,augustina,Valid Name,Salamis augustina,
13456,Salamis cacta,Salamis,cacta,Valid Name,Salamis cacta,"COI_trnL_COII, EF-1a, Wgl"
13457,Salamis humbloti,Salamis,humbloti,Valid Name,Salamis humbloti,
13458,Salamis parhassus,Salamis,parhassus,Not Found,,
13459,Salamis temora,Salamis,temora,Synonym,Protogoniomorpha temora,
13460,Salanoemia foscicornis,Salanoemia,foscicornis,Not Found,,
13461,Salanoemia fuscicornis,Salanoemia,fuscicornis,Valid Name,Salanoemia fuscicornis,
13462,Salanoemia sala,Salanoemia,sala,Valid Name,Salanoemia sala,
13463,Salanoemia similis,Salanoemia,similis,Valid Name,Salanoemia similis,
13464,Salanoemia tavoyana,Salanoemia,tavoyana,Valid Name,Salanoemia tavoyana,
13465,Salatis cebrenus,Salatis,cebrenus,Valid Name,Salatis cebrenus,
13466,Salatis fulvius,Salatis,fulvius,Valid Name,Salatis fulvius,
13467,Salatis salatis,Salatis,salatis,Valid Name,Salatis salatis,
13468,Salebriaria engeli,Salebriaria,engeli,Not Found,,
13469,Saletara cycinna,Saletara,cycinna,Valid Name,Saletara cycinna,
13470,Saletara liberia,Saletara,liberia,Valid Name,Saletara liberia,"CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, Wgl"
13471,Saletara panda,Saletara,panda,Valid Name,Saletara panda,
13472,Saletaria panda,Saletaria,panda,Not Found,,
13473,Saliana antoninus,Saliana,antoninus,Valid Name,Saliana antoninus,COI_trnL_COII
13474,Saliana chiomara,Saliana,chiomara,Valid Name,Saliana chiomara,
13475,Saliana covancae,Saliana,covancae,Valid Name,Saliana covancae,
13476,Saliana esperi,Saliana,esperi,Valid Name,Saliana esperi,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS2, RpS5, Wgl"
13477,Saliana fischer,Saliana,fischer,Valid Name,Saliana fischer,
13478,Saliana fusta,Saliana,fusta,Valid Name,Saliana fusta,COI_trnL_COII
13479,Saliana hewitsoni,Saliana,hewitsoni,Valid Name,Saliana hewitsoni,
13480,Saliana longirostris,Saliana,longirostris,Valid Name,Saliana longirostris,COI_trnL_COII
13481,Saliana mamurra,Saliana,mamurra,Valid Name,Saliana mamurra,
13482,Saliana mathiolus,Saliana,mathiolus,Valid Name,Saliana mathiolus,
13483,Saliana morsa,Saliana,morsa,Valid Name,Saliana morsa,
13484,Saliana nigel,Saliana,nigel,Valid Name,Saliana nigel,
13485,Saliana saladin,Saliana,saladin,Valid Name,Saliana saladin,COI_trnL_COII
13486,Saliana salius,Saliana,salius,Valid Name,Saliana salius,
13487,Saliana salona,Saliana,salona,Valid Name,Saliana salona,
13488,Saliana salva,Saliana,salva,Valid Name,Saliana salva,
13489,Saliana triangularis,Saliana,triangularis,Valid Name,Saliana triangularis,COI_trnL_COII
13490,Saliana vixen,Saliana,vixen,Valid Name,Saliana vixen,
13491,Sallya amulia,Sallya,amulia,Not Found,,
13492,Sallya boisduvali,Sallya,boisduvali,Not Found,,
13493,Saragesa lucidella,Saragesa,lucidella,Not Found,,
13494,Sarangesa astrigera,Sarangesa,astrigera,Valid Name,Sarangesa astrigera,
13495,Sarangesa bouvieri,Sarangesa,bouvieri,Valid Name,Sarangesa bouvieri,"ArgKin, CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS5, Wgl"
13496,Sarangesa brigida,Sarangesa,brigida,Valid Name,Sarangesa brigida,
13497,Sarangesa dasahara,Sarangesa,dasahara,Valid Name,Sarangesa dasahara,COI_trnL_COII
13498,Sarangesa gaerdesi,Sarangesa,gaerdesi,Valid Name,Sarangesa gaerdesi,
13499,Sarangesa laelius,Sarangesa,laelius,Not Found,,
13500,Sarangesa lucidella,Sarangesa,lucidella,Valid Name,Sarangesa lucidella,
13501,Sarangesa maculata,Sarangesa,maculata,Valid Name,Sarangesa maculata,
13502,Sarangesa majorella,Sarangesa,majorella,Valid Name,Sarangesa majorella,
13503,Sarangesa motozi,Sarangesa,motozi,Valid Name,Sarangesa motozi,
13504,Sarangesa phidyle,Sarangesa,phidyle,Valid Name,Sarangesa phidyle,
13505,Sarangesa purendra,Sarangesa,purendra,Valid Name,Sarangesa purendra,COI_trnL_COII
13506,Sarangesa ruona,Sarangesa,ruona,Valid Name,Sarangesa ruona,
13507,Sarangesa seineri,Sarangesa,seineri,Valid Name,Sarangesa seineri,
13508,Sarangesa tertullianus,Sarangesa,tertullianus,Valid Name,Sarangesa tertullianus,
13509,Sarangesa thecla,Sarangesa,thecla,Valid Name,Sarangesa thecla,
13510,Sarangesa tricerata,Sarangesa,tricerata,Not Found,,
13511,Saribia decaryi,Saribia,decaryi,Valid Name,Saribia decaryi,
13512,Saribia ochracea,Saribia,ochracea,Valid Name,Saribia ochracea,"COI_trnL_COII, EF-1a, Wgl"
13513,Saribia perroti,Saribia,perroti,Valid Name,Saribia perroti,"COI_trnL_COII, EF-1a, Wgl"
13514,Saribia tepahi,Saribia,tepahi,Valid Name,Saribia tepahi,COI_trnL_COII
13515,Sarmientoia almeidai,Sarmientoia,almeidai,Valid Name,Sarmientoia almeidai,
13516,Sarmientoia browni,Sarmientoia,browni,Valid Name,Sarmientoia browni,
13517,Sarmientoia dinka,Sarmientoia,dinka,Valid Name,Sarmientoia dinka,
13518,Sarmientoia eriopis,Sarmientoia,eriopis,Valid Name,Sarmientoia eriopis,
13519,Sarmientoia phaselis,Sarmientoia,phaselis,Valid Name,Sarmientoia phaselis,
13520,Sarmientoia similis,Sarmientoia,similis,Valid Name,Sarmientoia similis,
13521,Sarota acanthoides,Sarota,acanthoides,Valid Name,Sarota acanthoides,
13522,Sarota acantus,Sarota,acantus,Valid Name,Sarota acantus,COI_trnL_COII
13523,Sarota chrysus,Sarota,chrysus,Valid Name,Sarota chrysus,"CAD, COI_trnL_COII, EF-1a, Wgl"
13524,Sarota completa,Sarota,completa,Valid Name,Sarota completa,
13525,Sarota craspediodonta,Sarota,craspediodonta,Valid Name,Sarota craspediodonta,
13526,Sarota dematria,Sarota,dematria,Not Found,,
13527,Sarota estrada,Sarota,estrada,Valid Name,Sarota estrada,
13528,Sarota gamelia,Sarota,gamelia,Valid Name,Sarota gamelia,
13529,Sarota gyas,Sarota,gyas,Valid Name,Sarota gyas,COI_trnL_COII
13530,Sarota harveyi,Sarota,harveyi,Valid Name,Sarota harveyi,
13531,Sarota lasciva,Sarota,lasciva,Valid Name,Sarota lasciva,
13532,Sarota miranda,Sarota,miranda,Valid Name,Sarota miranda,
13533,Sarota myrtea,Sarota,myrtea,Valid Name,Sarota myrtea,COI_trnL_COII
13534,Sarota psaros,Sarota,psaros,Valid Name,Sarota psaros,
13535,Sarota spicata,Sarota,spicata,Valid Name,Sarota spicata,
13536,Sarota subtessellata,Sarota,subtessellata,Valid Name,Sarota subtessellata,COI_trnL_COII
13537,Sarota tunialbensis,Sarota,tunialbensis,Not Found,,
13538,Sarota willmotti,Sarota,willmotti,Valid Name,Sarota willmotti,
13539,Sasakia charonda,Sasakia,charonda,Valid Name,Sasakia charonda,"COI_trnL_COII, EF-1a"
13540,Sasakia funebris,Sasakia,funebris,Valid Name,Sasakia funebris,COI_trnL_COII
13541,Satarupa formosibia,Satarupa,formosibia,Valid Name,Satarupa formosibia,
13542,Satarupa gopala,Satarupa,gopala,Valid Name,Satarupa gopala,
13543,Satarupa monbeigi,Satarupa,monbeigi,Valid Name,Satarupa monbeigi,
13544,Satarupa nymphalis,Satarupa,nymphalis,Valid Name,Satarupa nymphalis,"COI_trnL_COII, EF-1a"
13545,Satarupa valentini,Satarupa,valentini,Valid Name,Satarupa valentini,
13546,Satyrium abdominalis,Satyrium,abdominalis,Valid Name,Satyrium abdominalis,
13547,Satyrium acaciae,Satyrium,acaciae,Valid Name,Satyrium acaciae,"COI_trnL_COII, EF-1a"
13548,Satyrium acadia,Satyrium,acadia,Not Found,,
13549,Satyrium acadica,Satyrium,acadica,Valid Name,Satyrium acadica,
13550,Satyrium acadicum,Satyrium,acadicum,Not Found,,
13551,Satyrium auretorum,Satyrium,auretorum,Valid Name,Satyrium auretorum,
13552,Satyrium behrii,Satyrium,behrii,Valid Name,Satyrium behrii,"COI_trnL_COII, EF-1a, Wgl"
13553,Satyrium calanus,Satyrium,calanus,Valid Name,Satyrium calanus,COI_trnL_COII
13554,Satyrium californica,Satyrium,californica,Valid Name,Satyrium californica,
13555,Satyrium californicum,Satyrium,californicum,Not Found,,
13556,Satyrium caryaevorum,Satyrium,caryaevorum,Not Found,,
13557,Satyrium caryavorum,Satyrium,caryavorum,Not Found,,
13558,Satyrium dryope,Satyrium,dryope,Not Found,,
13559,Satyrium edwardsii,Satyrium,edwardsii,Valid Name,Satyrium edwardsii,
13560,Satyrium esculi,Satyrium,esculi,Valid Name,Satyrium esculi,COI_trnL_COII
13561,Satyrium eximius,Satyrium,eximius,Not Found,,
13562,Satyrium favonius,Satyrium,favonius,Valid Name,Satyrium favonius,COI_trnL_COII
13563,Satyrium fulginosum,Satyrium,fulginosum,Not Found,,
13564,Satyrium fuliginosum,Satyrium,fuliginosum,Not Found,,
13565,Satyrium herzi,Satyrium,herzi,Not Found,,
13566,Satyrium hyrcanicum,Satyrium,hyrcanicum,Not Found,,
13567,Satyrium ilavia,Satyrium,ilavia,Valid Name,Satyrium ilavia,
13568,Satyrium ilicis,Satyrium,ilicis,Valid Name,Satyrium ilicis,COI_trnL_COII
13569,Satyrium jebelia,Satyrium,jebelia,Valid Name,Satyrium jebelia,
13570,Satyrium kingi,Satyrium,kingi,Valid Name,Satyrium kingi,
13571,Satyrium latior,Satyrium,latior,Valid Name,Satyrium latior,
13572,Satyrium ledereri,Satyrium,ledereri,Valid Name,Satyrium ledereri,
13573,Satyrium liparops,Satyrium,liparops,Valid Name,Satyrium liparops,COI_trnL_COII
13574,Satyrium mackwoodi,Satyrium,mackwoodi,Valid Name,Satyrium mackwoodi,
13575,Satyrium marcidus,Satyrium,marcidus,Valid Name,Satyrium marcidus,
13576,Satyrium myrtale,Satyrium,myrtale,Valid Name,Satyrium myrtale,COI_trnL_COII
13577,Satyrium ontario,Satyrium,ontario,Not Found,,
13578,Satyrium polingi,Satyrium,polingi,Valid Name,Satyrium polingi,
13579,Satyrium pruni,Satyrium,pruni,Valid Name,Satyrium pruni,"COI_trnL_COII, EF-1a"
13580,Satyrium prunoides,Satyrium,prunoides,Valid Name,Satyrium prunoides,COI_trnL_COII
13581,Satyrium saepium,Satyrium,saepium,Valid Name,Satyrium saepium,
13582,Satyrium spini,Satyrium,spini,Valid Name,Satyrium spini,"COI_trnL_COII, EF-1a"
13583,Satyrium sylvinum,Satyrium,sylvinum,Not Found,,
13584,Satyrium sylvinus,Satyrium,sylvinus,Valid Name,Satyrium sylvinus,COI_trnL_COII
13585,Satyrium tetra,Satyrium,tetra,Valid Name,Satyrium tetra,
13586,Satyrium titus,Satyrium,titus,Valid Name,Satyrium titus,COI_trnL_COII
13587,Satyrium w-album,Satyrium,w-album,Valid Name,Satyrium w-album,
13588,Satyrium zabni,Satyrium,zabni,Not Found,,
13589,Satyrodes appalachia,Satyrodes,appalachia,Not Found,,
13590,Satyrodes euridice,Satyrodes,euridice,Not Found,,
13591,Satyrodes eurydice,Satyrodes,eurydice,Not Found,,
13592,Satyrus actaea,Satyrus,actaea,Valid Name,Satyrus actaea,"CAD, COI_trnL_COII, EF-1a, GAPDH, IDH, MDH, RpS5, Wgl"
13593,Satyrus amasinus,Satyrus,amasinus,Not Found,,
13594,Satyrus dryas,Satyrus,dryas,Not Found,,
13595,Satyrus favonius,Satyrus,favonius,Valid Name,Satyrus favonius,
13596,Satyrus ferula,Satyrus,ferula,Valid Name,Satyrus ferula,"COI_trnL_COII, EF-1a, GAPDH, RpS5, Wgl"
13597,Satyrus iranicus,Satyrus,iranicus,Not Found,,
13598,Satyrus parthicus,Satyrus,parthicus,Not Found,,
13599,Satyrus virbius,Satyrus,virbius,Valid Name,Satyrus virbius,
13600,Saucrobotys futilalis,Saucrobotys,futilalis,Not Found,,
13601,Scada karschina,Scada,karschina,Valid Name,Scada karschina,
13602,Scada recki,Scada,recki,Not Found,,
13603,Scada reckia,Scada,reckia,Valid Name,Scada reckia,"COI_trnL_COII, EF-1a, Wgl"
13604,Scaptius asteroides,Scaptius,asteroides,Not Found,,
13605,Scaptius sordida,Scaptius,sordida,Not Found,,
13606,Scaptius vinasia,Scaptius,vinasia,Not Found,,
13607,Schinia arcigera,Schinia,arcigera,Not Found,,
13608,Schinia florida,Schinia,florida,Not Found,,
13609,Schinia lynx,Schinia,lynx,Not Found,,
13610,Schinia nundina,Schinia,nundina,Not Found,,
13611,Schinia rivulosa,Schinia,rivulosa,Not Found,,
13612,Schinia sanguinea,Schinia,sanguinea,Not Found,,
13613,Schinia trifascia,Schinia,trifascia,Not Found,,
13614,Schizura badia,Schizura,badia,Not Found,,
13615,Schizura concinna,Schizura,concinna,Not Found,,
13616,Schizura ipomoeae,Schizura,ipomoeae,Not Found,,
13617,Schizura leptinoides,Schizura,leptinoides,Not Found,,
13618,Schizura unicornis,Schizura,unicornis,Not Found,,
13619,Sciota basilaris,Sciota,basilaris,Not Found,,
13620,Sciota subcaesiella,Sciota,subcaesiella,Not Found,,
13621,Sciota vetustella,Sciota,vetustella,Not Found,,
13622,Sciota virgatella,Sciota,virgatella,Not Found,,
13623,Scobura cephala,Scobura,cephala,Valid Name,Scobura cephala,
13624,Scobura cephaloides,Scobura,cephaloides,Valid Name,Scobura cephaloides,
13625,Scobura isota,Scobura,isota,Valid Name,Scobura isota,
13626,Scobura phiditia,Scobura,phiditia,Valid Name,Scobura phiditia,
13627,Scobura woolletti,Scobura,woolletti,Valid Name,Scobura woolletti,
13628,Scolecocampa liburna,Scolecocampa,liburna,Not Found,,
13629,Scoliopteryx libatrix,Scoliopteryx,libatrix,Not Found,,
13630,Scolitandes fatma,Scolitandes,fatma,Not Found,,
13631,Scolitantides abencerragus,Scolitantides,abencerragus,Valid Name,Scolitantides abencerragus,"COI_trnL_COII, EF-1a, Wgl"
13632,Scolitantides barbagiae,Scolitantides,barbagiae,Valid Name,Scolitantides barbagiae,
